,locality_name,postal_code,center_latitude,center_longitude,locality
411,Any-Martin-Rieux,2500,49.882,4.224,Any-Martin-Rieux (2500)
412,Archon,2360,49.744,4.119,Archon (2360)
413,Arcy-Sainte-Restitue,2130,49.255,3.478,Arcy-Sainte-Restitue (2130)
414,Armentières-sur-Ourcq,2210,49.173,3.388,Armentières-sur-Ourcq (2210)
415,Arrancy,2860,49.499,3.765,Arrancy (2860)
416,Artemps,2480,49.762,3.197,Artemps (2480)
417,Assis-sur-Serre,2270,49.68,3.555,Assis-sur-Serre (2270)
418,Athies-sous-Laon,2840,49.576,3.69,Athies-sous-Laon (2840)
419,Attilly,2490,49.855,3.154,Attilly (2490)
420,Aubencheul-aux-Bois,2420,50.024,3.261,Aubencheul-aux-Bois (2420)
421,Aubenton,2500,49.825,4.191,Aubenton (2500)
422,Aubigny-aux-Kaisnes,2590,49.772,3.119,Aubigny-aux-Kaisnes (2590)
423,Aubigny-en-Laonnois,2820,49.497,3.793,Aubigny-en-Laonnois (2820)
424,Audignicourt,2300,49.478,3.127,Audignicourt (2300)
425,Audigny,2120,49.866,3.631,Audigny (2120)
426,Augy,2220,49.34,3.511,Augy (2220)
427,Aulnois-sous-Laon,2000,49.62,3.61,Aulnois-sous-Laon (2000)
428,Les Autels,2360,49.761,4.224,Les Autels (2360)
429,Autremencourt,2250,49.705,3.794,Autremencourt (2250)
430,Autreppes,2580,49.897,3.856,Autreppes (2580)
431,Autreville,2300,49.586,3.236,Autreville (2300)
432,Azy-sur-Marne,2400,49.004,3.359,Azy-sur-Marne (2400)
433,Bagneux,2290,49.46,3.28,Bagneux (2290)
434,Bancigny,2140,49.798,4.037,Bancigny (2140)
435,Barenton-Bugny,2000,49.622,3.661,Barenton-Bugny (2000)
436,Barenton-Cel,2000,49.648,3.645,Barenton-Cel (2000)
437,Barenton-sur-Serre,2270,49.668,3.689,Barenton-sur-Serre (2270)
438,Barisis-aux-Bois,2700,49.578,3.328,Barisis-aux-Bois (2700)
439,Barzy-en-Thiérache,2170,50.04,3.749,Barzy-en-Thiérache (2170)
440,Barzy-sur-Marne,2850,49.091,3.562,Barzy-sur-Marne (2850)
441,Bassoles-Aulers,2380,49.533,3.385,Bassoles-Aulers (2380)
442,Vallées en Champagne,2330,48.99,3.605,Vallées en Champagne (2330)
443,Bazoches-et-Saint-Thibaut,2220,49.307,3.616,Bazoches-et-Saint-Thibaut (2220)
444,Beaumé,2500,49.821,4.152,Beaumé (2500)
445,Beaumont-en-Beine,2300,49.688,3.131,Beaumont-en-Beine (2300)
446,Beaurevoir,2110,49.997,3.33,Beaurevoir (2110)
447,Beaurieux,2160,49.403,3.753,Beaurieux (2160)
448,Beautor,2800,49.648,3.338,Beautor (2800)
449,Beauvois-en-Vermandois,2590,49.834,3.103,Beauvois-en-Vermandois (2590)
450,Becquigny,2110,50.016,3.459,Becquigny (2110)
451,Belleau,2400,49.083,3.3,Belleau (2400)
452,Bellenglise,2420,49.926,3.244,Bellenglise (2420)
453,Belleu,2200,49.357,3.34,Belleu (2200)
454,Bellicourt,2420,49.959,3.23,Bellicourt (2420)
455,Benay,2440,49.755,3.309,Benay (2440)
456,Bergues-sur-Sambre,2450,50.03,3.711,Bergues-sur-Sambre (2450)
457,Berlancourt,2250,49.781,3.757,Berlancourt (2250)
458,Berlise,2340,49.662,4.113,Berlise (2340)
459,Bernot,2120,49.879,3.487,Bernot (2120)
460,Berny-Rivière,2290,49.411,3.15,Berny-Rivière (2290)
461,Berrieux,2820,49.482,3.852,Berrieux (2820)
462,Berry-au-Bac,2190,49.408,3.898,Berry-au-Bac (2190)
463,Bertaucourt-Epourdon,2800,49.628,3.398,Bertaucourt-Epourdon (2800)
464,Berthenicourt,2240,49.779,3.372,Berthenicourt (2240)
465,Bertricourt,2190,49.398,4.012,Bertricourt (2190)
466,Besmé,2300,49.534,3.165,Besmé (2300)
467,Besmont,2500,49.823,4.118,Besmont (2500)
468,Besny-et-Loizy,2870,49.593,3.577,Besny-et-Loizy (2870)
469,Béthancourt-en-Vaux,2300,49.629,3.141,Béthancourt-en-Vaux (2300)
470,Beugneux,2210,49.228,3.416,Beugneux (2210)
471,Beuvardes,2130,49.131,3.492,Beuvardes (2130)
472,Bézu-le-Guéry,2310,49.01,3.228,Bézu-le-Guéry (2310)
473,Bézu-Saint-Germain,2400,49.105,3.408,Bézu-Saint-Germain (2400)
474,Bichancourt,2300,49.579,3.213,Bichancourt (2300)
475,Bieuxy,2290,49.448,3.27,Bieuxy (2290)
476,Bièvres,2860,49.492,3.714,Bièvres (2860)
477,Billy-sur-Aisne,2200,49.356,3.376,Billy-sur-Aisne (2200)
478,Billy-sur-Ourcq,2210,49.222,3.299,Billy-sur-Ourcq (2210)
479,Blanzy-lès-Fismes,2160,49.337,3.672,Blanzy-lès-Fismes (2160)
480,Blérancourt,2300,49.508,3.152,Blérancourt (2300)
481,Blesmes,2400,49.026,3.464,Blesmes (2400)
482,Bohain-en-Vermandois,2110,49.989,3.465,Bohain-en-Vermandois (2110)
483,Bois-lès-Pargny,2270,49.737,3.654,Bois-lès-Pargny (2270)
484,Boncourt,2350,49.626,3.956,Boncourt (2350)
485,Bonneil,2400,49.008,3.346,Bonneil (2400)
486,Bonnesvalyn,2400,49.126,3.325,Bonnesvalyn (2400)
487,Bony,2420,49.991,3.221,Bony (2420)
488,Bosmont-sur-Serre,2250,49.739,3.867,Bosmont-sur-Serre (2250)
489,Bouconville-Vauclair,2860,49.461,3.757,Bouconville-Vauclair (2860)
490,Boué,2450,50.012,3.714,Boué (2450)
491,Bouffignereux,2160,49.379,3.846,Bouffignereux (2160)
492,Bouresches,2400,49.067,3.317,Bouresches (2400)
493,Bourg-et-Comin,2160,49.402,3.659,Bourg-et-Comin (2160)
494,Bourguignon-sous-Coucy,2300,49.543,3.154,Bourguignon-sous-Coucy (2300)
495,Bourguignon-sous-Montbavin,2000,49.529,3.538,Bourguignon-sous-Montbavin (2000)
496,La Bouteille,2140,49.878,3.962,La Bouteille (2140)
497,Braine,2220,49.348,3.536,Braine (2220)
498,Brancourt-en-Laonnois,2320,49.518,3.413,Brancourt-en-Laonnois (2320)
499,Brancourt-le-Grand,2110,49.981,3.394,Brancourt-le-Grand (2110)
500,Brasles,2400,49.057,3.424,Brasles (2400)
501,Braye-en-Laonnois,2000,49.438,3.61,Braye-en-Laonnois (2000)
502,Braye-en-Thiérache,2140,49.768,3.963,Braye-en-Thiérache (2140)
503,Bray-Saint-Christophe,2480,49.775,3.141,Bray-Saint-Christophe (2480)
504,Braye,2880,49.422,3.378,Braye (2880)
505,Brécy,2210,49.14,3.424,Brécy (2210)
506,Brenelle,2220,49.368,3.544,Brenelle (2220)
507,Breny,2210,49.184,3.35,Breny (2210)
508,Brie,2870,49.597,3.473,Brie (2870)
509,Brissay-Choigny,2240,49.723,3.396,Brissay-Choigny (2240)
510,Brissy-Hamégicourt,2240,49.743,3.4,Brissy-Hamégicourt (2240)
511,Brumetz,2810,49.11,3.153,Brumetz (2810)
512,Brunehamel,2360,49.772,4.186,Brunehamel (2360)
513,Bruyères-sur-Fère,2130,49.2,3.445,Bruyères-sur-Fère (2130)
514,Bruyères-et-Montbérault,2860,49.524,3.67,Bruyères-et-Montbérault (2860)
515,Bruys,2220,49.262,3.569,Bruys (2220)
516,Bucilly,2500,49.866,4.093,Bucilly (2500)
517,Bucy-le-Long,2880,49.388,3.398,Bucy-le-Long (2880)
518,Bucy-lès-Cerny,2870,49.579,3.497,Bucy-lès-Cerny (2870)
519,Bucy-lès-Pierrepont,2350,49.647,3.904,Bucy-lès-Pierrepont (2350)
520,Buire,2500,49.907,4.057,Buire (2500)
521,Buironfosse,2620,49.958,3.838,Buironfosse (2620)
522,Burelles,2140,49.769,3.912,Burelles (2140)
523,Bussiares,2810,49.077,3.25,Bussiares (2810)
524,Buzancy,2200,49.31,3.348,Buzancy (2200)
525,Caillouël-Crépigny,2300,49.618,3.122,Caillouël-Crépigny (2300)
526,Camelin,2300,49.52,3.128,Camelin (2300)
527,La Capelle,2260,49.973,3.914,La Capelle (2260)
528,Castres,2680,49.801,3.253,Castres (2680)
529,Le Catelet,2420,50.001,3.242,Le Catelet (2420)
530,Caulaincourt,2490,49.865,3.111,Caulaincourt (2490)
531,Caumont,2300,49.637,3.174,Caumont (2300)
532,Celles-lès-Condé,2330,49.015,3.57,Celles-lès-Condé (2330)
533,Celles-sur-Aisne,2370,49.416,3.474,Celles-sur-Aisne (2370)
534,Cerizy,2240,49.767,3.333,Cerizy (2240)
535,Cerny-en-Laonnois,2860,49.45,3.68,Cerny-en-Laonnois (2860)
536,Cerny-lès-Bucy,2870,49.578,3.546,Cerny-lès-Bucy (2870)
537,Cerseuil,2220,49.325,3.518,Cerseuil (2220)
538,Cessières-Suzy,2320,49.56,3.502,Cessières-Suzy (2320)
539,Chacrise,2200,49.3,3.398,Chacrise (2200)
540,Chaillevois,2000,49.508,3.522,Chaillevois (2000)
541,Chalandry,2270,49.67,3.644,Chalandry (2270)
542,Chambry,2000,49.599,3.672,Chambry (2000)
543,Chamouille,2860,49.472,3.671,Chamouille (2860)
544,Champs,2670,49.544,3.262,Champs (2670)
545,Chaourse,2340,49.701,3.986,Chaourse (2340)
546,La Chapelle-sur-Chézy,2570,48.949,3.377,La Chapelle-sur-Chézy (2570)
547,Charly-sur-Marne,2310,48.99,3.294,Charly-sur-Marne (2310)
548,Le Charmel,2850,49.112,3.541,Le Charmel (2850)
549,Charmes,2800,49.651,3.385,Charmes (2800)
550,Chartèves,2400,49.09,3.509,Chartèves (2400)
551,Chassemy,2370,49.378,3.503,Chassemy (2370)
552,Château-Thierry,2400,49.056,3.382,Château-Thierry (2400)
553,Châtillon-lès-Sons,2270,49.762,3.703,Châtillon-lès-Sons (2270)
554,Châtillon-sur-Oise,2240,49.794,3.416,Châtillon-sur-Oise (2240)
555,Chaudardes,2160,49.396,3.789,Chaudardes (2160)
556,Chaudun,2200,49.315,3.253,Chaudun (2200)
557,Chauny,2300,49.62,3.219,Chauny (2300)
558,Chavignon,2000,49.479,3.519,Chavignon (2000)
559,Chavigny,2880,49.423,3.306,Chavigny (2880)
560,Chavonne,2370,49.407,3.562,Chavonne (2370)
561,Chérêt,2860,49.514,3.687,Chérêt (2860)
562,Chermizy-Ailles,2860,49.463,3.72,Chermizy-Ailles (2860)
563,Chéry-Chartreuve,2220,49.256,3.605,Chéry-Chartreuve (2220)
564,Chéry-lès-Pouilly,2000,49.649,3.594,Chéry-lès-Pouilly (2000)
565,Chéry-lès-Rozoy,2360,49.722,4.101,Chéry-lès-Rozoy (2360)
566,Chevennes,2250,49.818,3.737,Chevennes (2250)
567,Chevregny,2000,49.466,3.594,Chevregny (2000)
568,Chevresis-Monceau,2270,49.762,3.584,Chevresis-Monceau (2270)
569,Chézy-en-Orxois,2810,49.127,3.168,Chézy-en-Orxois (2810)
570,Chézy-sur-Marne,2570,48.984,3.382,Chézy-sur-Marne (2570)
571,Chierry,2400,49.035,3.433,Chierry (2400)
572,Chigny,2120,49.93,3.775,Chigny (2120)
573,Chivres-en-Laonnois,2350,49.627,3.856,Chivres-en-Laonnois (2350)
574,Chivres-Val,2880,49.403,3.438,Chivres-Val (2880)
575,Chivy-lès-Étouvelles,2000,49.533,3.586,Chivy-lès-Étouvelles (2000)
576,Chouy,2210,49.217,3.247,Chouy (2210)
577,Cierges,2130,49.165,3.604,Cierges (2130)
578,Cilly,2250,49.749,3.84,Cilly (2250)
579,Ciry-Salsogne,2220,49.368,3.468,Ciry-Salsogne (2220)
580,Clacy-et-Thierret,2000,49.552,3.566,Clacy-et-Thierret (2000)
581,Clairfontaine,2260,49.974,3.987,Clairfontaine (2260)
582,Clamecy,2880,49.428,3.364,Clamecy (2880)
583,Clastres,2440,49.749,3.23,Clastres (2440)
584,Clermont-les-Fermes,2340,49.66,3.943,Clermont-les-Fermes (2340)
585,Cœuvres-et-Valsery,2600,49.33,3.153,Cœuvres-et-Valsery (2600)
586,Coincy,2210,49.163,3.436,Coincy (2210)
587,Coingt,2360,49.792,4.096,Coingt (2360)
588,Colligis-Crandelain,2860,49.467,3.63,Colligis-Crandelain (2860)
589,Colonfay,2120,49.858,3.711,Colonfay (2120)
590,Commenchon,2300,49.642,3.151,Commenchon (2300)
591,Concevreux,2160,49.376,3.788,Concevreux (2160)
592,Condé-en-Brie,2330,49.002,3.561,Condé-en-Brie (2330)
593,Condé-sur-Aisne,2370,49.401,3.466,Condé-sur-Aisne (2370)
594,Condé-sur-Suippe,2190,49.414,3.945,Condé-sur-Suippe (2190)
595,Condren,2700,49.637,3.277,Condren (2700)
596,Connigis,2330,49.036,3.533,Connigis (2330)
597,Contescourt,2680,49.792,3.234,Contescourt (2680)
598,Corbeny,2820,49.462,3.826,Corbeny (2820)
599,Corcy,2600,49.255,3.197,Corcy (2600)
600,Coucy-le-Château-Auffrique,2380,49.516,3.316,Coucy-le-Château-Auffrique (2380)
601,Coucy-lès-Eppes,2840,49.557,3.777,Coucy-lès-Eppes (2840)
602,Coucy-la-Ville,2380,49.541,3.344,Coucy-la-Ville (2380)
603,Coulonges-Cohan,2130,49.198,3.628,Coulonges-Cohan (2130)
604,Coupru,2310,49.031,3.274,Coupru (2310)
605,Courbes,2800,49.682,3.46,Courbes (2800)
606,Courboin,2330,48.996,3.507,Courboin (2330)
607,Courcelles-sur-Vesle,2220,49.348,3.577,Courcelles-sur-Vesle (2220)
608,Courchamps,2810,49.116,3.263,Courchamps (2810)
609,Courmelles,2200,49.343,3.302,Courmelles (2200)
610,Courmont,2130,49.138,3.576,Courmont (2130)
611,Courtemont-Varennes,2850,49.072,3.542,Courtemont-Varennes (2850)
612,Courtrizy-et-Fussigny,2820,49.514,3.795,Courtrizy-et-Fussigny (2820)
613,Couvrelles,2220,49.334,3.485,Couvrelles (2220)
614,Couvron-et-Aumencourt,2270,49.646,3.524,Couvron-et-Aumencourt (2270)
615,Coyolles,2600,49.213,3.013,Coyolles (2600)
616,Cramaille,2130,49.229,3.452,Cramaille (2130)
617,Craonne,2160,49.448,3.792,Craonne (2160)
618,Craonnelle,2160,49.426,3.777,Craonnelle (2160)
619,Crécy-au-Mont,2380,49.484,3.312,Crécy-au-Mont (2380)
620,Crécy-sur-Serre,2270,49.699,3.623,Crécy-sur-Serre (2270)
621,Crépy,2870,49.608,3.512,Crépy (2870)
622,Crézancy,2650,49.043,3.511,Crézancy (2650)
623,Croix-Fonsomme,2110,49.931,3.394,Croix-Fonsomme (2110)
624,La Croix-sur-Ourcq,2210,49.16,3.35,La Croix-sur-Ourcq (2210)
625,Crouttes-sur-Marne,2310,48.979,3.248,Crouttes-sur-Marne (2310)
626,Crouy,2880,49.408,3.366,Crouy (2880)
627,Crupilly,2120,49.931,3.752,Crupilly (2120)
628,Cuffies,2880,49.408,3.322,Cuffies (2880)
629,Cugny,2480,49.703,3.154,Cugny (2480)
630,Cuirieux,2350,49.683,3.82,Cuirieux (2350)
631,Cuiry-Housse,2220,49.29,3.488,Cuiry-Housse (2220)
632,Cuiry-lès-Chaudardes,2160,49.39,3.762,Cuiry-lès-Chaudardes (2160)
633,Cuiry-lès-Iviers,2360,49.766,4.104,Cuiry-lès-Iviers (2360)
634,Cuissy-et-Geny,2160,49.404,3.706,Cuissy-et-Geny (2160)
635,Cuisy-en-Almont,2200,49.421,3.249,Cuisy-en-Almont (2200)
636,Cutry,2600,49.344,3.191,Cutry (2600)
637,Cys-la-Commune,2220,49.384,3.572,Cys-la-Commune (2220)
638,Dagny-Lambercy,2140,49.769,4.042,Dagny-Lambercy (2140)
639,Dallon,2680,49.824,3.23,Dallon (2680)
640,Dammard,2470,49.147,3.177,Dammard (2470)
641,Dampleux,2600,49.241,3.144,Dampleux (2600)
642,Danizy,2800,49.667,3.401,Danizy (2800)
643,Dercy,2270,49.71,3.685,Dercy (2270)
644,Deuillet,2700,49.629,3.36,Deuillet (2700)
645,Dhuizel,2220,49.36,3.615,Dhuizel (2220)
646,Dizy-le-Gros,2340,49.636,4.013,Dizy-le-Gros (2340)
647,Dohis,2360,49.767,4.142,Dohis (2360)
648,Dolignon,2360,49.734,4.086,Dolignon (2360)
649,Dommiers,2600,49.329,3.216,Dommiers (2600)
650,Domptin,2310,49.016,3.273,Domptin (2310)
651,Dorengt,2450,49.965,3.703,Dorengt (2450)
652,Douchy,2590,49.794,3.13,Douchy (2590)
653,Dravegny,2130,49.239,3.641,Dravegny (2130)
654,Droizy,2210,49.277,3.39,Droizy (2210)
655,Dury,2480,49.751,3.134,Dury (2480)
656,Ébouleau,2350,49.678,3.883,Ébouleau (2350)
657,Effry,2500,49.919,3.988,Effry (2500)
658,Englancourt,2260,49.926,3.807,Englancourt (2260)
659,Épagny,2290,49.472,3.254,Épagny (2290)
660,Éparcy,2500,49.886,4.07,Éparcy (2500)
661,Épaux-Bézu,2400,49.103,3.354,Épaux-Bézu (2400)
662,Épieds,2400,49.104,3.451,Épieds (2400)
663,L'Épine-aux-Bois,2540,48.899,3.444,L'Épine-aux-Bois (2540)
664,Eppes,2840,49.552,3.74,Eppes (2840)
665,Erlon,2250,49.735,3.705,Erlon (2250)
666,Erloy,2260,49.92,3.838,Erloy (2260)
667,Esquéhéries,2170,49.982,3.753,Esquéhéries (2170)
668,Essigny-le-Grand,2690,49.774,3.272,Essigny-le-Grand (2690)
669,Essigny-le-Petit,2100,49.896,3.367,Essigny-le-Petit (2100)
670,Essises,2570,48.967,3.414,Essises (2570)
671,Essômes-sur-Marne,2400,49.034,3.34,Essômes-sur-Marne (2400)
672,Estrées,2420,49.971,3.28,Estrées (2420)
673,Étampes-sur-Marne,2400,49.032,3.418,Étampes-sur-Marne (2400)
674,Étaves-et-Bocquiaux,2110,49.931,3.451,Étaves-et-Bocquiaux (2110)
675,Étouvelles,2000,49.519,3.582,Étouvelles (2000)
676,Étréaupont,2580,49.896,3.924,Étréaupont (2580)
677,Étreillers,2590,49.833,3.158,Étreillers (2590)
678,Étrépilly,2400,49.082,3.348,Étrépilly (2400)
679,Étreux,2510,50.0,3.659,Étreux (2510)
680,Évergnicourt,2190,49.456,4.036,Évergnicourt (2190)
681,Faverolles,2600,49.227,3.178,Faverolles (2600)
682,Fayet,2100,49.871,3.253,Fayet (2100)
683,La Fère,2800,49.666,3.369,La Fère (2800)
684,Fère-en-Tardenois,2130,49.188,3.511,Fère-en-Tardenois (2130)
685,La Ferté-Chevresis,2270,49.741,3.551,La Ferté-Chevresis (2270)
686,La Ferté-Milon,2460,49.176,3.142,La Ferté-Milon (2460)
687,Fesmy-le-Sart,2450,50.048,3.698,Fesmy-le-Sart (2450)
688,Festieux,2840,49.525,3.76,Festieux (2840)
689,Fieulaine,2110,49.902,3.446,Fieulaine (2110)
690,Filain,2000,49.453,3.557,Filain (2000)
691,La Flamengrie,2260,50.0,3.925,La Flamengrie (2260)
692,Flavigny-le-Grand-et-Beaurain,2120,49.887,3.674,Flavigny-le-Grand-et-Beaurain (2120)
693,Flavy-le-Martel,2520,49.705,3.194,Flavy-le-Martel (2520)
694,Fleury,2600,49.265,3.16,Fleury (2600)
695,Fluquières,2590,49.8,3.157,Fluquières (2590)
696,Folembray,2670,49.549,3.293,Folembray (2670)
697,Fonsomme,2110,49.901,3.396,Fonsomme (2110)
698,Fontaine-lès-Clercs,2680,49.808,3.212,Fontaine-lès-Clercs (2680)
699,Fontaine-lès-Vervins,2140,49.854,3.905,Fontaine-lès-Vervins (2140)
700,Fontaine-Notre-Dame,2110,49.879,3.424,Fontaine-Notre-Dame (2110)
701,Fontaine-Uterte,2110,49.925,3.368,Fontaine-Uterte (2110)
702,Fontenelle,2170,50.031,3.846,Fontenelle (2170)
703,Fontenoy,2290,49.41,3.194,Fontenoy (2290)
704,Foreste,2590,49.806,3.096,Foreste (2590)
705,Fossoy,2650,49.045,3.485,Fossoy (2650)
706,Fourdrain,2870,49.619,3.46,Fourdrain (2870)
707,Francilly-Selency,2760,49.855,3.228,Francilly-Selency (2760)
708,Franqueville,2140,49.816,3.798,Franqueville (2140)
709,Fresnes-en-Tardenois,2130,49.143,3.549,Fresnes-en-Tardenois (2130)
710,Fresnes-sous-Coucy,2380,49.555,3.37,Fresnes-sous-Coucy (2380)
711,Fresnoy-le-Grand,2230,49.954,3.419,Fresnoy-le-Grand (2230)
712,Fressancourt,2800,49.628,3.427,Fressancourt (2800)
713,Frières-Faillouël,2700,49.684,3.237,Frières-Faillouël (2700)
714,Froidestrées,2260,49.943,3.91,Froidestrées (2260)
715,Froidmont-Cohartille,2270,49.682,3.721,Froidmont-Cohartille (2270)
716,Gandelu,2810,49.083,3.182,Gandelu (2810)
717,Gauchy,2430,49.824,3.286,Gauchy (2430)
718,Gercy,2140,49.816,3.871,Gercy (2140)
719,Gergny,2260,49.933,3.93,Gergny (2260)
720,Germaine,2590,49.812,3.119,Germaine (2590)
721,Gibercourt,2440,49.739,3.283,Gibercourt (2440)
722,Gizy,2350,49.61,3.768,Gizy (2350)
723,Gland,2400,49.058,3.457,Gland (2400)
724,Goudelancourt-lès-Berrieux,2820,49.495,3.859,Goudelancourt-lès-Berrieux (2820)
725,Goudelancourt-lès-Pierrepont,2350,49.678,3.852,Goudelancourt-lès-Pierrepont (2350)
726,Goussancourt,2130,49.161,3.657,Goussancourt (2130)
727,Gouy,2420,49.999,3.265,Gouy (2420)
728,Grandlup-et-Fay,2350,49.651,3.736,Grandlup-et-Fay (2350)
729,Grandrieux,2360,49.729,4.188,Grandrieux (2360)
730,Gricourt,2100,49.887,3.24,Gricourt (2100)
731,Grisolles,2210,49.13,3.372,Grisolles (2210)
732,Gronard,2140,49.796,3.882,Gronard (2140)
733,Grougis,2110,49.951,3.531,Grougis (2110)
734,Grugies,2680,49.81,3.275,Grugies (2680)
735,Villeneuve-sur-Aisne,2190,49.443,3.955,Villeneuve-sur-Aisne (2190)
736,Guise,2120,49.896,3.625,Guise (2120)
737,Guivry,2300,49.652,3.121,Guivry (2300)
738,Guny,2300,49.512,3.261,Guny (2300)
739,Guyencourt,2160,49.357,3.841,Guyencourt (2160)
740,Hannapes,2510,49.977,3.614,Hannapes (2510)
741,Happencourt,2480,49.783,3.183,Happencourt (2480)
742,Haramont,2600,49.287,3.032,Haramont (2600)
743,Harcigny,2140,49.803,3.983,Harcigny (2140)
744,Hargicourt,2420,49.966,3.191,Hargicourt (2420)
745,Harly,2100,49.841,3.335,Harly (2100)
746,Hartennes-et-Taux,2210,49.279,3.358,Hartennes-et-Taux (2210)
747,Hary,2140,49.797,3.919,Hary (2140)
748,Lehaucourt,2420,49.912,3.277,Lehaucourt (2420)
749,Hautevesnes,2810,49.109,3.236,Hautevesnes (2810)
750,Hauteville,2120,49.888,3.524,Hauteville (2120)
751,Haution,2140,49.872,3.827,Haution (2140)
752,La Hérie,2500,49.884,4.044,La Hérie (2500)
753,Le Hérie-la-Viéville,2120,49.822,3.654,Le Hérie-la-Viéville (2120)
754,Hinacourt,2440,49.746,3.294,Hinacourt (2440)
755,Hirson,2500,49.943,4.105,Hirson (2500)
756,Holnon,2760,49.861,3.201,Holnon (2760)
757,Homblières,2720,49.858,3.375,Homblières (2720)
758,Houry,2140,49.786,3.848,Houry (2140)
759,Housset,2250,49.796,3.695,Housset (2250)
760,Iron,2510,49.95,3.665,Iron (2510)
761,Itancourt,2240,49.803,3.349,Itancourt (2240)
762,Iviers,2360,49.786,4.136,Iviers (2360)
763,Jaulgonne,2850,49.09,3.534,Jaulgonne (2850)
764,Jeancourt,2490,49.929,3.148,Jeancourt (2490)
765,Jeantes,2140,49.813,4.067,Jeantes (2140)
766,Joncourt,2420,49.96,3.304,Joncourt (2420)
767,Jouaignes,2220,49.293,3.528,Jouaignes (2220)
768,Jumencourt,2380,49.512,3.349,Jumencourt (2380)
769,Jumigny,2160,49.408,3.725,Jumigny (2160)
770,Jussy,2480,49.717,3.236,Jussy (2480)
771,Juvigny,2880,49.449,3.315,Juvigny (2880)
772,Juvincourt-et-Damary,2190,49.447,3.892,Juvincourt-et-Damary (2190)
773,Laffaux,2880,49.45,3.43,Laffaux (2880)
774,Laigny,2140,49.863,3.861,Laigny (2140)
775,Lanchy,2590,49.829,3.074,Lanchy (2590)
776,Landifay-et-Bertaignemont,2120,49.826,3.604,Landifay-et-Bertaignemont (2120)
777,Landouzy-la-Cour,2140,49.844,3.994,Landouzy-la-Cour (2140)
778,Landouzy-la-Ville,2140,49.856,4.05,Landouzy-la-Ville (2140)
779,Landricourt,2380,49.505,3.37,Landricourt (2380)
780,Laniscourt,2000,49.547,3.534,Laniscourt (2000)
781,Laon,2000,49.568,3.621,Laon (2000)
782,Lappion,2150,49.59,3.965,Lappion (2150)
783,Largny-sur-Automne,2600,49.261,3.054,Largny-sur-Automne (2600)
784,Latilly,2210,49.154,3.312,Latilly (2210)
785,Launoy,2210,49.263,3.405,Launoy (2210)
786,Laval-en-Laonnois,2860,49.503,3.588,Laval-en-Laonnois (2860)
787,Lavaqueresse,2450,49.946,3.717,Lavaqueresse (2450)
788,Laversine,2600,49.353,3.155,Laversine (2600)
789,Lemé,2140,49.844,3.758,Lemé (2140)
790,Lempire,2420,49.995,3.174,Lempire (2420)
791,Lerzy,2260,49.95,3.881,Lerzy (2260)
792,Leschelle,2170,49.961,3.777,Leschelle (2170)
793,Lesdins,2100,49.904,3.315,Lesdins (2100)
794,Lesges,2220,49.31,3.5,Lesges (2220)
795,Lesquielles-Saint-Germain,2120,49.932,3.628,Lesquielles-Saint-Germain (2120)
796,Leuilly-sous-Coucy,2380,49.473,3.353,Leuilly-sous-Coucy (2380)
797,Leury,2880,49.427,3.341,Leury (2880)
798,Leuze,2500,49.858,4.17,Leuze (2500)
799,Levergies,2420,49.934,3.312,Levergies (2420)
800,Lhuys,2220,49.273,3.542,Lhuys (2220)
801,Licy-Clignon,2810,49.102,3.265,Licy-Clignon (2810)
802,Lierval,2860,49.488,3.622,Lierval (2860)
803,Liesse-Notre-Dame,2350,49.611,3.817,Liesse-Notre-Dame (2350)
804,Liez,2700,49.692,3.3,Liez (2700)
805,Limé,2220,49.324,3.555,Limé (2220)
806,Lislet,2340,49.676,4.021,Lislet (2340)
807,Logny-lès-Aubenton,2500,49.833,4.22,Logny-lès-Aubenton (2500)
808,Longpont,2600,49.284,3.221,Longpont (2600)
809,Les Septvallons,2160,49.36,3.656,Les Septvallons (2160)
810,Lor,2190,49.53,4.054,Lor (2190)
811,Louâtre,2600,49.253,3.242,Louâtre (2600)
812,Loupeigne,2130,49.241,3.525,Loupeigne (2130)
813,Lucy-le-Bocage,2400,49.055,3.276,Lucy-le-Bocage (2400)
814,Lugny,2140,49.782,3.812,Lugny (2140)
815,Luzoir,2500,49.927,3.96,Luzoir (2500)
816,Ly-Fontaine,2440,49.732,3.311,Ly-Fontaine (2440)
817,Maast-et-Violaine,2220,49.293,3.457,Maast-et-Violaine (2220)
818,Mâchecourt,2350,49.652,3.838,Mâchecourt (2350)
819,Macogny,2470,49.159,3.218,Macogny (2470)
820,Macquigny,2120,49.873,3.571,Macquigny (2120)
821,Magny-la-Fosse,2420,49.937,3.276,Magny-la-Fosse (2420)
822,Maissemy,2490,49.893,3.189,Maissemy (2490)
823,Maizy,2160,49.377,3.716,Maizy (2160)
824,La Malmaison,2190,49.516,4.001,La Malmaison (2190)
825,Malzy,2120,49.921,3.73,Malzy (2120)
826,Manicamp,2300,49.565,3.18,Manicamp (2300)
827,Marchais,2350,49.585,3.822,Marchais (2350)
828,Dhuys et Morin-en-Brie,2540,48.894,3.493,Dhuys et Morin-en-Brie (2540)
829,Marcy,2720,49.854,3.411,Marcy (2720)
830,Marcy-sous-Marle,2250,49.746,3.734,Marcy-sous-Marle (2250)
831,Marest-Dampcourt,2300,49.594,3.146,Marest-Dampcourt (2300)
