,locality_name,reg_name,dep_name,postal_code,center_latitude,center_longitude,locality
202,Matafelon-Granges,Auvergne-Rhône-Alpes,Ain,1580,46.256,5.54,"Matafelon-Granges (1580), Auvergne-Rhône-Alpes"
203,Meillonnas,Auvergne-Rhône-Alpes,Ain,1370,46.245,5.336,"Meillonnas (1370), Auvergne-Rhône-Alpes"
204,Mérignat,Auvergne-Rhône-Alpes,Ain,1450,46.065,5.442,"Mérignat (1450), Auvergne-Rhône-Alpes"
205,Messimy-sur-Saône,Auvergne-Rhône-Alpes,Ain,1480,46.047,4.759,"Messimy-sur-Saône (1480), Auvergne-Rhône-Alpes"
206,Meximieux,Auvergne-Rhône-Alpes,Ain,1800,45.906,5.204,"Meximieux (1800), Auvergne-Rhône-Alpes"
207,Bohas-Meyriat-Rignat,Auvergne-Rhône-Alpes,Ain,1250,46.143,5.378,"Bohas-Meyriat-Rignat (1250), Auvergne-Rhône-Alpes"
208,Mézériat,Auvergne-Rhône-Alpes,Ain,1660,46.242,5.047,"Mézériat (1660), Auvergne-Rhône-Alpes"
209,Mijoux,Auvergne-Rhône-Alpes,Ain,1170,46.362,6.009,"Mijoux (1170), Auvergne-Rhône-Alpes"
210,Mionnay,Auvergne-Rhône-Alpes,Ain,1390,45.896,4.924,"Mionnay (1390), Auvergne-Rhône-Alpes"
211,Miribel,Auvergne-Rhône-Alpes,Ain,1700,45.844,4.941,"Miribel (1700), Auvergne-Rhône-Alpes"
212,Misérieux,Auvergne-Rhône-Alpes,Ain,1600,45.976,4.81,"Misérieux (1600), Auvergne-Rhône-Alpes"
213,Mogneneins,Auvergne-Rhône-Alpes,Ain,1140,46.145,4.82,"Mogneneins (1140), Auvergne-Rhône-Alpes"
214,Montagnat,Auvergne-Rhône-Alpes,Ain,1250,46.169,5.28,"Montagnat (1250), Auvergne-Rhône-Alpes"
215,Montagnieu,Auvergne-Rhône-Alpes,Ain,1470,45.799,5.464,"Montagnieu (1470), Auvergne-Rhône-Alpes"
216,Montanges,Auvergne-Rhône-Alpes,Ain,1200,46.173,5.79,"Montanges (1200), Auvergne-Rhône-Alpes"
217,Montceaux,Auvergne-Rhône-Alpes,Ain,1090,46.096,4.804,"Montceaux (1090), Auvergne-Rhône-Alpes"
218,Montcet,Auvergne-Rhône-Alpes,Ain,1310,46.219,5.112,"Montcet (1310), Auvergne-Rhône-Alpes"
219,Le Montellier,Auvergne-Rhône-Alpes,Ain,1800,45.929,5.071,"Le Montellier (1800), Auvergne-Rhône-Alpes"
220,Monthieux,Auvergne-Rhône-Alpes,Ain,1390,45.962,4.946,"Monthieux (1390), Auvergne-Rhône-Alpes"
221,Montluel,Auvergne-Rhône-Alpes,Ain,1120,45.891,5.02,"Montluel (1120), Auvergne-Rhône-Alpes"
222,Montmerle-sur-Saône,Auvergne-Rhône-Alpes,Ain,1090,46.085,4.761,"Montmerle-sur-Saône (1090), Auvergne-Rhône-Alpes"
223,Montracol,Auvergne-Rhône-Alpes,Ain,1310,46.187,5.117,"Montracol (1310), Auvergne-Rhône-Alpes"
224,Montréal-la-Cluse,Auvergne-Rhône-Alpes,Ain,1460,46.18,5.595,"Montréal-la-Cluse (1460), Auvergne-Rhône-Alpes"
225,Montrevel-en-Bresse,Auvergne-Rhône-Alpes,Ain,1340,46.325,5.113,"Montrevel-en-Bresse (1340), Auvergne-Rhône-Alpes"
226,Nurieux-Volognat,Auvergne-Rhône-Alpes,Ain,1460,46.183,5.514,"Nurieux-Volognat (1460), Auvergne-Rhône-Alpes"
227,Murs-et-Gélignieux,Auvergne-Rhône-Alpes,Ain,1300,45.642,5.66,"Murs-et-Gélignieux (1300), Auvergne-Rhône-Alpes"
228,Nantua,Auvergne-Rhône-Alpes,Ain,1130,46.154,5.614,"Nantua (1130), Auvergne-Rhône-Alpes"
229,Neuville-les-Dames,Auvergne-Rhône-Alpes,Ain,1400,46.157,5.009,"Neuville-les-Dames (1400), Auvergne-Rhône-Alpes"
230,Neuville-sur-Ain,Auvergne-Rhône-Alpes,Ain,1160,46.091,5.374,"Neuville-sur-Ain (1160), Auvergne-Rhône-Alpes"
231,Les Neyrolles,Auvergne-Rhône-Alpes,Ain,1130,46.134,5.637,"Les Neyrolles (1130), Auvergne-Rhône-Alpes"
232,Neyron,Auvergne-Rhône-Alpes,Ain,1700,45.818,4.931,"Neyron (1700), Auvergne-Rhône-Alpes"
233,Niévroz,Auvergne-Rhône-Alpes,Ain,1120,45.822,5.06,"Niévroz (1120), Auvergne-Rhône-Alpes"
234,Nivollet-Montgriffon,Auvergne-Rhône-Alpes,Ain,1230,46.0,5.458,"Nivollet-Montgriffon (1230), Auvergne-Rhône-Alpes"
235,Oncieu,Auvergne-Rhône-Alpes,Ain,1230,45.965,5.472,"Oncieu (1230), Auvergne-Rhône-Alpes"
236,Ordonnaz,Auvergne-Rhône-Alpes,Ain,1510,45.834,5.54,"Ordonnaz (1510), Auvergne-Rhône-Alpes"
237,Ornex,Auvergne-Rhône-Alpes,Ain,1210,46.278,6.094,"Ornex (1210), Auvergne-Rhône-Alpes"
238,Outriaz,Auvergne-Rhône-Alpes,Ain,1430,46.068,5.557,"Outriaz (1430), Auvergne-Rhône-Alpes"
239,Oyonnax,Auvergne-Rhône-Alpes,Ain,1100,46.26,5.653,"Oyonnax (1100), Auvergne-Rhône-Alpes"
240,Ozan,Auvergne-Rhône-Alpes,Ain,1190,46.387,4.918,"Ozan (1190), Auvergne-Rhône-Alpes"
241,Parcieux,Auvergne-Rhône-Alpes,Ain,1600,45.918,4.828,"Parcieux (1600), Auvergne-Rhône-Alpes"
242,Parves et Nattages,Auvergne-Rhône-Alpes,Ain,1300,45.744,5.738,"Parves et Nattages (1300), Auvergne-Rhône-Alpes"
243,Péron,Auvergne-Rhône-Alpes,Ain,1630,46.191,5.92,"Péron (1630), Auvergne-Rhône-Alpes"
244,Péronnas,Auvergne-Rhône-Alpes,Ain,1960,46.171,5.218,"Péronnas (1960), Auvergne-Rhône-Alpes"
245,Pérouges,Auvergne-Rhône-Alpes,Ain,1800,45.88,5.18,"Pérouges (1800), Auvergne-Rhône-Alpes"
246,Perrex,Auvergne-Rhône-Alpes,Ain,1540,46.246,4.975,"Perrex (1540), Auvergne-Rhône-Alpes"
247,Peyriat,Auvergne-Rhône-Alpes,Ain,1430,46.15,5.506,"Peyriat (1430), Auvergne-Rhône-Alpes"
248,Peyrieu,Auvergne-Rhône-Alpes,Ain,1300,45.676,5.679,"Peyrieu (1300), Auvergne-Rhône-Alpes"
249,Peyzieux-sur-Saône,Auvergne-Rhône-Alpes,Ain,1140,46.123,4.822,"Peyzieux-sur-Saône (1140), Auvergne-Rhône-Alpes"
250,Pirajoux,Auvergne-Rhône-Alpes,Ain,1270,46.386,5.274,"Pirajoux (1270), Auvergne-Rhône-Alpes"
251,Pizay,Auvergne-Rhône-Alpes,Ain,1120,45.893,5.089,"Pizay (1120), Auvergne-Rhône-Alpes"
252,Plagne,Auvergne-Rhône-Alpes,Ain,1130,46.188,5.718,"Plagne (1130), Auvergne-Rhône-Alpes"
253,Le Plantay,Auvergne-Rhône-Alpes,Ain,1330,46.023,5.089,"Le Plantay (1330), Auvergne-Rhône-Alpes"
254,Polliat,Auvergne-Rhône-Alpes,Ain,1310,46.246,5.138,"Polliat (1310), Auvergne-Rhône-Alpes"
255,Pollieu,Auvergne-Rhône-Alpes,Ain,1350,45.796,5.748,"Pollieu (1350), Auvergne-Rhône-Alpes"
256,Poncin,Auvergne-Rhône-Alpes,Ain,1450,46.09,5.417,"Poncin (1450), Auvergne-Rhône-Alpes"
257,Pont-d'Ain,Auvergne-Rhône-Alpes,Ain,1160,46.054,5.347,"Pont-d'Ain (1160), Auvergne-Rhône-Alpes"
258,Pont-de-Vaux,Auvergne-Rhône-Alpes,Ain,1190,46.442,4.929,"Pont-de-Vaux (1190), Auvergne-Rhône-Alpes"
259,Pont-de-Veyle,Auvergne-Rhône-Alpes,Ain,1290,46.264,4.882,"Pont-de-Veyle (1290), Auvergne-Rhône-Alpes"
260,Port,Auvergne-Rhône-Alpes,Ain,1460,46.156,5.576,"Port (1460), Auvergne-Rhône-Alpes"
261,Pougny,Auvergne-Rhône-Alpes,Ain,1550,46.145,5.951,"Pougny (1550), Auvergne-Rhône-Alpes"
262,Pouillat,Auvergne-Rhône-Alpes,Ain,1250,46.322,5.423,"Pouillat (1250), Auvergne-Rhône-Alpes"
263,Prémeyzel,Auvergne-Rhône-Alpes,Ain,1300,45.681,5.644,"Prémeyzel (1300), Auvergne-Rhône-Alpes"
264,Prémillieu,Auvergne-Rhône-Alpes,Ain,1110,45.876,5.565,"Prémillieu (1110), Auvergne-Rhône-Alpes"
265,Prévessin-Moëns,Auvergne-Rhône-Alpes,Ain,1280,46.258,6.072,"Prévessin-Moëns (1280), Auvergne-Rhône-Alpes"
266,Priay,Auvergne-Rhône-Alpes,Ain,1160,46.02,5.285,"Priay (1160), Auvergne-Rhône-Alpes"
267,Ramasse,Auvergne-Rhône-Alpes,Ain,1250,46.191,5.356,"Ramasse (1250), Auvergne-Rhône-Alpes"
268,Rancé,Auvergne-Rhône-Alpes,Ain,1390,45.967,4.863,"Rancé (1390), Auvergne-Rhône-Alpes"
269,Relevant,Auvergne-Rhône-Alpes,Ain,1990,46.084,4.942,"Relevant (1990), Auvergne-Rhône-Alpes"
270,Replonges,Auvergne-Rhône-Alpes,Ain,1750,46.308,4.875,"Replonges (1750), Auvergne-Rhône-Alpes"
271,Revonnas,Auvergne-Rhône-Alpes,Ain,1250,46.162,5.335,"Revonnas (1250), Auvergne-Rhône-Alpes"
272,Reyrieux,Auvergne-Rhône-Alpes,Ain,1600,45.937,4.828,"Reyrieux (1600), Auvergne-Rhône-Alpes"
273,Reyssouze,Auvergne-Rhône-Alpes,Ain,1190,46.429,4.913,"Reyssouze (1190), Auvergne-Rhône-Alpes"
274,Rignieux-le-Franc,Auvergne-Rhône-Alpes,Ain,1800,45.952,5.169,"Rignieux-le-Franc (1800), Auvergne-Rhône-Alpes"
275,Romans,Auvergne-Rhône-Alpes,Ain,1400,46.124,5.022,"Romans (1400), Auvergne-Rhône-Alpes"
276,Rossillon,Auvergne-Rhône-Alpes,Ain,1510,45.836,5.599,"Rossillon (1510), Auvergne-Rhône-Alpes"
277,Ruffieu,Auvergne-Rhône-Alpes,Ain,1260,46.004,5.653,"Ruffieu (1260), Auvergne-Rhône-Alpes"
278,Saint-Alban,Auvergne-Rhône-Alpes,Ain,1450,46.098,5.456,"Saint-Alban (1450), Auvergne-Rhône-Alpes"
279,Saint-André-de-Bâgé,Auvergne-Rhône-Alpes,Ain,1380,46.298,4.914,"Saint-André-de-Bâgé (1380), Auvergne-Rhône-Alpes"
280,Saint-André-de-Corcy,Auvergne-Rhône-Alpes,Ain,1390,45.927,4.954,"Saint-André-de-Corcy (1390), Auvergne-Rhône-Alpes"
281,Saint-André-d'Huiriat,Auvergne-Rhône-Alpes,Ain,1290,46.214,4.913,"Saint-André-d'Huiriat (1290), Auvergne-Rhône-Alpes"
282,Saint-André-le-Bouchoux,Auvergne-Rhône-Alpes,Ain,1240,46.113,5.08,"Saint-André-le-Bouchoux (1240), Auvergne-Rhône-Alpes"
283,Saint-André-sur-Vieux-Jonc,Auvergne-Rhône-Alpes,Ain,1960,46.149,5.142,"Saint-André-sur-Vieux-Jonc (1960), Auvergne-Rhône-Alpes"
284,Saint-Bénigne,Auvergne-Rhône-Alpes,Ain,1190,46.452,4.953,"Saint-Bénigne (1190), Auvergne-Rhône-Alpes"
285,Groslée-Saint-Benoit,Auvergne-Rhône-Alpes,Ain,1300,45.689,5.584,"Groslée-Saint-Benoit (1300), Auvergne-Rhône-Alpes"
286,Saint-Bernard,Auvergne-Rhône-Alpes,Ain,1600,45.949,4.743,"Saint-Bernard (1600), Auvergne-Rhône-Alpes"
287,Sainte-Croix,Auvergne-Rhône-Alpes,Ain,1120,45.896,5.049,"Sainte-Croix (1120), Auvergne-Rhône-Alpes"
288,Saint-Cyr-sur-Menthon,Auvergne-Rhône-Alpes,Ain,1380,46.275,4.968,"Saint-Cyr-sur-Menthon (1380), Auvergne-Rhône-Alpes"
289,Saint-Denis-lès-Bourg,Auvergne-Rhône-Alpes,Ain,1000,46.211,5.185,"Saint-Denis-lès-Bourg (1000), Auvergne-Rhône-Alpes"
290,Saint-Denis-en-Bugey,Auvergne-Rhône-Alpes,Ain,1500,45.949,5.324,"Saint-Denis-en-Bugey (1500), Auvergne-Rhône-Alpes"
291,Saint-Didier-d'Aussiat,Auvergne-Rhône-Alpes,Ain,1340,46.307,5.058,"Saint-Didier-d'Aussiat (1340), Auvergne-Rhône-Alpes"
292,Saint-Didier-de-Formans,Auvergne-Rhône-Alpes,Ain,1600,45.956,4.778,"Saint-Didier-de-Formans (1600), Auvergne-Rhône-Alpes"
293,Saint-Didier-sur-Chalaronne,Auvergne-Rhône-Alpes,Ain,1140,46.184,4.816,"Saint-Didier-sur-Chalaronne (1140), Auvergne-Rhône-Alpes"
294,Saint-Éloi,Auvergne-Rhône-Alpes,Ain,1800,45.932,5.152,"Saint-Éloi (1800), Auvergne-Rhône-Alpes"
295,Saint-Étienne-du-Bois,Auvergne-Rhône-Alpes,Ain,1370,46.275,5.284,"Saint-Étienne-du-Bois (1370), Auvergne-Rhône-Alpes"
296,Saint-Étienne-sur-Chalaronne,Auvergne-Rhône-Alpes,Ain,1140,46.147,4.867,"Saint-Étienne-sur-Chalaronne (1140), Auvergne-Rhône-Alpes"
297,Saint-Étienne-sur-Reyssouze,Auvergne-Rhône-Alpes,Ain,1190,46.403,5.006,"Saint-Étienne-sur-Reyssouze (1190), Auvergne-Rhône-Alpes"
298,Sainte-Euphémie,Auvergne-Rhône-Alpes,Ain,1600,45.967,4.795,"Sainte-Euphémie (1600), Auvergne-Rhône-Alpes"
299,Saint-Genis-Pouilly,Auvergne-Rhône-Alpes,Ain,1630,46.254,6.036,"Saint-Genis-Pouilly (1630), Auvergne-Rhône-Alpes"
300,Saint-Genis-sur-Menthon,Auvergne-Rhône-Alpes,Ain,1380,46.282,5.013,"Saint-Genis-sur-Menthon (1380), Auvergne-Rhône-Alpes"
301,Saint-Georges-sur-Renon,Auvergne-Rhône-Alpes,Ain,1400,46.104,5.03,"Saint-Georges-sur-Renon (1400), Auvergne-Rhône-Alpes"
302,Saint-Germain-de-Joux,Auvergne-Rhône-Alpes,Ain,1130,46.182,5.747,"Saint-Germain-de-Joux (1130), Auvergne-Rhône-Alpes"
303,Saint-Germain-les-Paroisses,Auvergne-Rhône-Alpes,Ain,1300,45.771,5.618,"Saint-Germain-les-Paroisses (1300), Auvergne-Rhône-Alpes"
304,Saint-Germain-sur-Renon,Auvergne-Rhône-Alpes,Ain,1240,46.08,5.061,"Saint-Germain-sur-Renon (1240), Auvergne-Rhône-Alpes"
305,Saint-Jean-de-Gonville,Auvergne-Rhône-Alpes,Ain,1630,46.218,5.942,"Saint-Jean-de-Gonville (1630), Auvergne-Rhône-Alpes"
306,Saint-Jean-de-Niost,Auvergne-Rhône-Alpes,Ain,1800,45.84,5.212,"Saint-Jean-de-Niost (1800), Auvergne-Rhône-Alpes"
307,Saint-Jean-de-Thurigneux,Auvergne-Rhône-Alpes,Ain,1390,45.96,4.899,"Saint-Jean-de-Thurigneux (1390), Auvergne-Rhône-Alpes"
308,Saint-Jean-le-Vieux,Auvergne-Rhône-Alpes,Ain,1640,46.029,5.382,"Saint-Jean-le-Vieux (1640), Auvergne-Rhône-Alpes"
309,Saint-Jean-sur-Reyssouze,Auvergne-Rhône-Alpes,Ain,1560,46.397,5.063,"Saint-Jean-sur-Reyssouze (1560), Auvergne-Rhône-Alpes"
310,Saint-Jean-sur-Veyle,Auvergne-Rhône-Alpes,Ain,1290,46.268,4.922,"Saint-Jean-sur-Veyle (1290), Auvergne-Rhône-Alpes"
311,Sainte-Julie,Auvergne-Rhône-Alpes,Ain,1150,45.882,5.284,"Sainte-Julie (1150), Auvergne-Rhône-Alpes"
312,Saint-Julien-sur-Reyssouze,Auvergne-Rhône-Alpes,Ain,1560,46.4,5.104,"Saint-Julien-sur-Reyssouze (1560), Auvergne-Rhône-Alpes"
313,Saint-Julien-sur-Veyle,Auvergne-Rhône-Alpes,Ain,1540,46.202,4.959,"Saint-Julien-sur-Veyle (1540), Auvergne-Rhône-Alpes"
314,Saint-Just,Auvergne-Rhône-Alpes,Ain,1250,46.193,5.285,"Saint-Just (1250), Auvergne-Rhône-Alpes"
315,Saint-Laurent-sur-Saône,Auvergne-Rhône-Alpes,Ain,1750,46.305,4.84,"Saint-Laurent-sur-Saône (1750), Auvergne-Rhône-Alpes"
316,Saint-Marcel,Auvergne-Rhône-Alpes,Ain,1390,45.949,4.99,"Saint-Marcel (1390), Auvergne-Rhône-Alpes"
317,Saint-Martin-de-Bavel,Auvergne-Rhône-Alpes,Ain,1510,45.848,5.679,"Saint-Martin-de-Bavel (1510), Auvergne-Rhône-Alpes"
318,Saint-Martin-du-Frêne,Auvergne-Rhône-Alpes,Ain,1430,46.136,5.571,"Saint-Martin-du-Frêne (1430), Auvergne-Rhône-Alpes"
319,Saint-Martin-du-Mont,Auvergne-Rhône-Alpes,Ain,1160,46.106,5.326,"Saint-Martin-du-Mont (1160), Auvergne-Rhône-Alpes"
320,Saint-Martin-le-Châtel,Auvergne-Rhône-Alpes,Ain,1310,46.291,5.123,"Saint-Martin-le-Châtel (1310), Auvergne-Rhône-Alpes"
321,Saint-Maurice-de-Beynost,Auvergne-Rhône-Alpes,Ain,1700,45.834,4.977,"Saint-Maurice-de-Beynost (1700), Auvergne-Rhône-Alpes"
322,Saint-Maurice-de-Gourdans,Auvergne-Rhône-Alpes,Ain,1800,45.82,5.17,"Saint-Maurice-de-Gourdans (1800), Auvergne-Rhône-Alpes"
323,Saint-Maurice-de-Rémens,Auvergne-Rhône-Alpes,Ain,1500,45.953,5.271,"Saint-Maurice-de-Rémens (1500), Auvergne-Rhône-Alpes"
324,Saint-Nizier-le-Bouchoux,Auvergne-Rhône-Alpes,Ain,1560,46.453,5.176,"Saint-Nizier-le-Bouchoux (1560), Auvergne-Rhône-Alpes"
325,Saint-Nizier-le-Désert,Auvergne-Rhône-Alpes,Ain,1320,46.053,5.142,"Saint-Nizier-le-Désert (1320), Auvergne-Rhône-Alpes"
326,Sainte-Olive,Auvergne-Rhône-Alpes,Ain,1330,46.014,4.936,"Sainte-Olive (1330), Auvergne-Rhône-Alpes"
327,Saint-Paul-de-Varax,Auvergne-Rhône-Alpes,Ain,1240,46.096,5.128,"Saint-Paul-de-Varax (1240), Auvergne-Rhône-Alpes"
328,Saint-Rambert-en-Bugey,Auvergne-Rhône-Alpes,Ain,1230,45.95,5.44,"Saint-Rambert-en-Bugey (1230), Auvergne-Rhône-Alpes"
329,Saint-Rémy,Auvergne-Rhône-Alpes,Ain,1310,46.185,5.168,"Saint-Rémy (1310), Auvergne-Rhône-Alpes"
330,Saint-Sorlin-en-Bugey,Auvergne-Rhône-Alpes,Ain,1150,45.886,5.376,"Saint-Sorlin-en-Bugey (1150), Auvergne-Rhône-Alpes"
331,Saint-Sulpice,Auvergne-Rhône-Alpes,Ain,1340,46.321,5.042,"Saint-Sulpice (1340), Auvergne-Rhône-Alpes"
332,Saint-Trivier-de-Courtes,Auvergne-Rhône-Alpes,Ain,1560,46.461,5.067,"Saint-Trivier-de-Courtes (1560), Auvergne-Rhône-Alpes"
333,Saint-Trivier-sur-Moignans,Auvergne-Rhône-Alpes,Ain,1990,46.062,4.902,"Saint-Trivier-sur-Moignans (1990), Auvergne-Rhône-Alpes"
334,Saint-Vulbas,Auvergne-Rhône-Alpes,Ain,1150,45.822,5.27,"Saint-Vulbas (1150), Auvergne-Rhône-Alpes"
335,Salavre,Auvergne-Rhône-Alpes,Ain,1270,46.364,5.347,"Salavre (1270), Auvergne-Rhône-Alpes"
336,Samognat,Auvergne-Rhône-Alpes,Ain,1580,46.265,5.586,"Samognat (1580), Auvergne-Rhône-Alpes"
337,Sandrans,Auvergne-Rhône-Alpes,Ain,1400,46.066,4.983,"Sandrans (1400), Auvergne-Rhône-Alpes"
338,Sault-Brénaz,Auvergne-Rhône-Alpes,Ain,1150,45.865,5.404,"Sault-Brénaz (1150), Auvergne-Rhône-Alpes"
339,Sauverny,Auvergne-Rhône-Alpes,Ain,1220,46.313,6.11,"Sauverny (1220), Auvergne-Rhône-Alpes"
340,Savigneux,Auvergne-Rhône-Alpes,Ain,1480,45.997,4.858,"Savigneux (1480), Auvergne-Rhône-Alpes"
341,Ségny,Auvergne-Rhône-Alpes,Ain,1170,46.294,6.073,"Ségny (1170), Auvergne-Rhône-Alpes"
342,Seillonnaz,Auvergne-Rhône-Alpes,Ain,1470,45.798,5.498,"Seillonnaz (1470), Auvergne-Rhône-Alpes"
343,Sergy,Auvergne-Rhône-Alpes,Ain,1630,46.263,5.989,"Sergy (1630), Auvergne-Rhône-Alpes"
344,Sermoyer,Auvergne-Rhône-Alpes,Ain,1190,46.498,4.979,"Sermoyer (1190), Auvergne-Rhône-Alpes"
345,Serrières-de-Briord,Auvergne-Rhône-Alpes,Ain,1470,45.813,5.441,"Serrières-de-Briord (1470), Auvergne-Rhône-Alpes"
346,Serrières-sur-Ain,Auvergne-Rhône-Alpes,Ain,1450,46.147,5.45,"Serrières-sur-Ain (1450), Auvergne-Rhône-Alpes"
347,Servas,Auvergne-Rhône-Alpes,Ain,1960,46.139,5.179,"Servas (1960), Auvergne-Rhône-Alpes"
348,Servignat,Auvergne-Rhône-Alpes,Ain,1560,46.435,5.056,"Servignat (1560), Auvergne-Rhône-Alpes"
349,Seyssel,Auvergne-Rhône-Alpes,Ain,1420,45.948,5.826,"Seyssel (1420), Auvergne-Rhône-Alpes"
350,Simandre-sur-Suran,Auvergne-Rhône-Alpes,Ain,1250,46.234,5.422,"Simandre-sur-Suran (1250), Auvergne-Rhône-Alpes"
351,Sonthonnax-la-Montagne,Auvergne-Rhône-Alpes,Ain,1580,46.223,5.506,"Sonthonnax-la-Montagne (1580), Auvergne-Rhône-Alpes"
352,Souclin,Auvergne-Rhône-Alpes,Ain,1150,45.878,5.431,"Souclin (1150), Auvergne-Rhône-Alpes"
353,Sulignat,Auvergne-Rhône-Alpes,Ain,1400,46.174,4.958,"Sulignat (1400), Auvergne-Rhône-Alpes"
354,Talissieu,Auvergne-Rhône-Alpes,Ain,1510,45.864,5.721,"Talissieu (1510), Auvergne-Rhône-Alpes"
355,Tenay,Auvergne-Rhône-Alpes,Ain,1230,45.923,5.514,"Tenay (1230), Auvergne-Rhône-Alpes"
356,Thil,Auvergne-Rhône-Alpes,Ain,1120,45.817,5.018,"Thil (1120), Auvergne-Rhône-Alpes"
357,Thoiry,Auvergne-Rhône-Alpes,Ain,1710,46.244,5.965,"Thoiry (1710), Auvergne-Rhône-Alpes"
358,Thoissey,Auvergne-Rhône-Alpes,Ain,1140,46.17,4.794,"Thoissey (1140), Auvergne-Rhône-Alpes"
359,Torcieu,Auvergne-Rhône-Alpes,Ain,1230,45.921,5.404,"Torcieu (1230), Auvergne-Rhône-Alpes"
360,Tossiat,Auvergne-Rhône-Alpes,Ain,1250,46.138,5.304,"Tossiat (1250), Auvergne-Rhône-Alpes"
361,Toussieux,Auvergne-Rhône-Alpes,Ain,1600,45.96,4.829,"Toussieux (1600), Auvergne-Rhône-Alpes"
362,Tramoyes,Auvergne-Rhône-Alpes,Ain,1390,45.875,4.964,"Tramoyes (1390), Auvergne-Rhône-Alpes"
363,La Tranclière,Auvergne-Rhône-Alpes,Ain,1160,46.097,5.261,"La Tranclière (1160), Auvergne-Rhône-Alpes"
364,Val-Revermont,Auvergne-Rhône-Alpes,Ain,1370,46.28,5.361,"Val-Revermont (1370), Auvergne-Rhône-Alpes"
365,Trévoux,Auvergne-Rhône-Alpes,Ain,1600,45.941,4.771,"Trévoux (1600), Auvergne-Rhône-Alpes"
366,Valeins,Auvergne-Rhône-Alpes,Ain,1140,46.115,4.866,"Valeins (1140), Auvergne-Rhône-Alpes"
367,Vandeins,Auvergne-Rhône-Alpes,Ain,1660,46.218,5.082,"Vandeins (1660), Auvergne-Rhône-Alpes"
368,Varambon,Auvergne-Rhône-Alpes,Ain,1160,46.043,5.295,"Varambon (1160), Auvergne-Rhône-Alpes"
369,Vaux-en-Bugey,Auvergne-Rhône-Alpes,Ain,1150,45.92,5.364,"Vaux-en-Bugey (1150), Auvergne-Rhône-Alpes"
370,Verjon,Auvergne-Rhône-Alpes,Ain,1270,46.346,5.348,"Verjon (1270), Auvergne-Rhône-Alpes"
371,Vernoux,Auvergne-Rhône-Alpes,Ain,1560,46.485,5.106,"Vernoux (1560), Auvergne-Rhône-Alpes"
372,Versailleux,Auvergne-Rhône-Alpes,Ain,1330,45.985,5.112,"Versailleux (1330), Auvergne-Rhône-Alpes"
373,Versonnex,Auvergne-Rhône-Alpes,Ain,1210,46.3,6.101,"Versonnex (1210), Auvergne-Rhône-Alpes"
374,Vesancy,Auvergne-Rhône-Alpes,Ain,1170,46.361,6.085,"Vesancy (1170), Auvergne-Rhône-Alpes"
375,Vescours,Auvergne-Rhône-Alpes,Ain,1560,46.474,5.026,"Vescours (1560), Auvergne-Rhône-Alpes"
376,Vésines,Auvergne-Rhône-Alpes,Ain,1570,46.359,4.863,"Vésines (1570), Auvergne-Rhône-Alpes"
377,Vieu-d'Izenave,Auvergne-Rhône-Alpes,Ain,1430,46.085,5.549,"Vieu-d'Izenave (1430), Auvergne-Rhône-Alpes"
378,Villars-les-Dombes,Auvergne-Rhône-Alpes,Ain,1330,45.993,5.045,"Villars-les-Dombes (1330), Auvergne-Rhône-Alpes"
379,Villebois,Auvergne-Rhône-Alpes,Ain,1150,45.849,5.447,"Villebois (1150), Auvergne-Rhône-Alpes"
380,Villemotier,Auvergne-Rhône-Alpes,Ain,1270,46.346,5.31,"Villemotier (1270), Auvergne-Rhône-Alpes"
381,Villeneuve,Auvergne-Rhône-Alpes,Ain,1480,46.032,4.852,"Villeneuve (1480), Auvergne-Rhône-Alpes"
382,Villereversure,Auvergne-Rhône-Alpes,Ain,1250,46.193,5.395,"Villereversure (1250), Auvergne-Rhône-Alpes"
383,Villes,Auvergne-Rhône-Alpes,Ain,1200,46.095,5.757,"Villes (1200), Auvergne-Rhône-Alpes"
384,Villette-sur-Ain,Auvergne-Rhône-Alpes,Ain,1320,46.01,5.252,"Villette-sur-Ain (1320), Auvergne-Rhône-Alpes"
385,Villieu-Loyes-Mollon,Auvergne-Rhône-Alpes,Ain,1800,45.932,5.23,"Villieu-Loyes-Mollon (1800), Auvergne-Rhône-Alpes"
386,Viriat,Auvergne-Rhône-Alpes,Ain,1440,46.251,5.223,"Viriat (1440), Auvergne-Rhône-Alpes"
387,Virieu-le-Grand,Auvergne-Rhône-Alpes,Ain,1510,45.846,5.64,"Virieu-le-Grand (1510), Auvergne-Rhône-Alpes"
388,Arvière-en-Valromey,Auvergne-Rhône-Alpes,Ain,1260,45.906,5.737,"Arvière-en-Valromey (1260), Auvergne-Rhône-Alpes"
389,Virignin,Auvergne-Rhône-Alpes,Ain,1300,45.727,5.713,"Virignin (1300), Auvergne-Rhône-Alpes"
390,Vongnes,Auvergne-Rhône-Alpes,Ain,1350,45.813,5.725,"Vongnes (1350), Auvergne-Rhône-Alpes"
391,Vonnas,Auvergne-Rhône-Alpes,Ain,1540,46.217,4.997,"Vonnas (1540), Auvergne-Rhône-Alpes"
1190,Abrest,Auvergne-Rhône-Alpes,Allier,3200,46.096,3.45,"Abrest (3200), Auvergne-Rhône-Alpes"
1191,Agonges,Auvergne-Rhône-Alpes,Allier,3210,46.618,3.149,"Agonges (3210), Auvergne-Rhône-Alpes"
